task_identifier,task_description,task_app,num_apps,is_cross_app,category,requires_ui_memory,shortcut_potential,output_type,golden_steps,task_difficulty,task_language
039-TranscribeProductReviews,"In the Amazon app, search for the 'Instant Pot Duo' and navigate to its customer reviews section. Read and remember the full original text of the top ten reviews listed. Do not use the copy function. Then, open the Joplin app and create a new note titled 'Instant Pot - Full Reviews'. In the note, accurately type out the full original text for all ten reviews you remembered.","['Amazon', 'joplin']",2,Y,"['E-commerce: Product Search', 'E-commerce: Review Analysis', 'Information Retrieval: Data Extraction', 'Productivity: Note Taking', 'Content Creation: Text Creation']",Y,2,UI Interactive Output,55,3,ENG
040-TranscribeProductReviews,"In the Amazon app, search for the 'Bose QuietComfort Ultra Headphones' and navigate to its customer reviews section. Read and remember the full original text of the top ten reviews listed. Do not use the copy function. Then, open the Joplin app and create a new note titled 'Bose QC - Full Reviews'. In the note, accurately type out the full original text for all ten reviews you remembered.","['Amazon', 'joplin']",2,Y,"['E-commerce: Product Search', 'E-commerce: Review Analysis', 'Information Retrieval: Data Extraction', 'Productivity: Note Taking', 'Content Creation: Text Creation']",Y,2,UI Interactive Output,55,3,ENG
045-CompareApartmentFeatures,"In the Apartments.com app, search for listings in 'Austin, TX'. For the first ten results, enter each detail page and remember the address, monthly rent, and square footage. Then, open the Joplin app and create a note titled ""Austin Apartment Data"". In the note, list all ten apartments, ordered from the largest square footage to the smallest, including their address, rent, and square footage for each.","['Apartments.com Rental Search', 'joplin']",2,Y,"['E-commerce: Product Search', 'Information Retrieval: Data Extraction', 'Productivity: Note Taking']",Y,2,UI Interactive Output,160,3,ENG
046-CompareApartmentFeatures,"In the Apartments.com app, search for listings in 'Denver, CO'. For the first ten results, enter each detail page and remember the address, monthly rent, and number of bedrooms. Then, open the Joplin app and create a note titled ""Denver Apartment Data"". In the note, list all ten apartments, ordered from the lowest rent to the highest, including their address, rent, and number of bedrooms for each.","['Apartments.com Rental Search', 'joplin']",2,Y,"['E-commerce: Product Search', 'Information Retrieval: Data Extraction', 'Productivity: Note Taking']",Y,2,UI Interactive Output,160,3,ENG
051-CompareCarSpecs,"In the AutoUncle app (UK), find a 'Honda Civic', a 'Toyota Corolla', and a 'Mazda 3'. For each car, remember its engine size, fuel type, and price. In the Joplin app, create a note titled ""Compact Car Comparison"" and list all three cars with all three of their specs.","['AutoUncle:Search used cars', 'joplin']",2,Y,"['E-commerce: Product Search', 'E-commerce: Specification Comparison', 'Productivity: Note Taking']",Y,3,UI Interactive Output,51,3,ENG
052-CompareCarSpecs,"In the AutoUncle app (Germany), find a 'BMW 3 Series', an 'Audi A4', and a 'Mercedes-Benz C-Class'. For each car, remember its mileage, transmission type, and price. In the Joplin app, create a note titled ""German Sedan Comparison"" and list all three cars with all three of their specs.","['AutoUncle:Search used cars', 'joplin']",2,Y,"['E-commerce: Product Search', 'E-commerce: Specification Comparison', 'E-commerce: Multi-App Comparison', 'Productivity: Note Taking']",Y,3,UI Interactive Output,51,3,ENG
055-SearchAndCalculate,"In Bing app, find the current exchange rates for USD to EUR and USD to GBP. Remember both rates. In the Calculator app, first calculate how much $1500 USD is in EUR. Then, calculate how much the resulting EUR amount is worth in GBP (this requires a second conversion step using the two initial rates). Directly answer with the final GBP amount.","['bing', 'Calculator']",2,Y,"['Information Retrieval: Fact Checking', 'Financial Management: Financial Calculation']",Y,2,Direct Command Output,35,2,ENG
056-SearchAndCalculate,"In Bing app, find the current stock prices for NVIDIA (NVDA) and Apple (AAPL). Remember both prices. In the Calculator app, first calculate the value of 50 NVDA shares. Then, calculate the value of 75 AAPL shares. Finally, calculate the total combined value of both holdings. Directly answer with the final combined value.","['bing', 'Calculator']",2,Y,"['Information Retrieval: Fact Checking', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation']",Y,2,Direct Command Output,35,2,ENG
069-PlanRouteAndScheduleEvent,"Open the Citymapper app, plan a public transport route from 'London Eye' to 'The British Museum', and remember the estimated travel time. Then open the N calendar app and create an event for next Monday at 10 AM titled ""Visit British Museum"", setting the event duration to the travel time you remembered.","['Citymapper','N calendar']",2,Y,"['Travel & Navigation: Route Planning', 'Productivity: Time Management']",Y,2,Action Execution Task,40,2,ENG
070-PlanRouteAndScheduleEvent,"Open the Citymapper app, plan a walking route from 'Notre-Dame Cathedral' to 'Louvre Museum', and remember the estimated travel time. Then open the N calendar app and create an event for next Tuesday at 3 PM titled ""Trip to the Louvre"", setting the event duration to the travel time you remembered.","['Citymapper','N calendar']",2,Y,"['Travel & Navigation: Route Planning', 'Productivity: Time Management']",Y,2,Action Execution Task,40,2,ENG
073-TranslateAndSendMessage,"In the DeepL Translate app, translate the following paragraph into five languages: Spanish, Japanese, Russian, Arabic, and Portuguese: ""The project's quarterly review meeting is scheduled for next Monday. Key discussion topics will include the budget forecast for Q4, which is currently estimated at $1,250,000, and the initial user feedback analysis from the beta test group."" After remembering all five translations, open the messages app. Important: Do not use the copy-paste function for the translations. Send each translation as a separate message to a different recipient: the Spanish translation to +8613100001111, Japanese to +8613100002222, Russian to +8613100003333, Arabic to +8613100004444, and Portuguese to +8613100005555.","['DeepL Translate', 'messages']",2,Y,"['Content Creation: Translation', 'Communication: Messaging', 'Communication: Data Sharing']",Y,5,Action Execution Task,40,2,ENG
074-TranslateAndSendMessage,"In the DeepL Translate app, translate the following paragraph into five languages: German, French, Korean, Hindi, and Italian: ""Please be advised that due to a system upgrade, network services will be unavailable from 11:00 PM on Friday until 5:00 AM on Saturday. The expected downtime is approximately 6 hours. We apologize for any inconvenience this may cause."" After remembering all five translations, open the messages app. Important: Do not use the copy-paste function for the translations. Send each translation as a separate message to a different recipient: the German translation to +8613200001111, French to +8613200002222, Korean to +8613200003333, Hindi to +8613200004444, and Italian to +8613200005555.","['DeepL Translate', 'messages']",2,Y,"['Content Creation: Translation', 'Communication: Messaging', 'Communication: Data Sharing']",Y,5,Action Execution Task,40,2,ENG
077-CheckAndNotePermissions,"Open the Setting app and go to 'Special app access'. First, view the apps with 'Wi-Fi control' permission and remember the list of app names. Next, view the apps allowed 'Picture-in-picture' access and remember that list of names. Finally, open the joplin app, create a note titled 'App Access Permissions', and list the names you remembered under two headings: 'Wi-Fi Control' and 'Picture-in-picture'.","['Setting', 'joplin']",2,Y,"['Information Retrieval: Data Extraction', 'Productivity: Note Taking']",Y,2,Action Execution Task,13,1,ENG
078-CheckAndNotePermissions,"Open the Setting app and go to 'Special app access'. First, check how many apps have 'Wi-Fi control' permission and remember the count. Then, check how many apps are allowed to 'Install unknown apps' and remember that count. Finally, open the joplin app and create a note titled 'App Permissions' that records both counts.","['Setting','joplin']",2,Y,"['Device Configuration: Setting Adjustment', 'Information Retrieval: Data Extraction', 'Productivity: Note Taking']",Y,2,Action Execution Task,15,1,ENG
085-BuildPCPriceList,"Open the Amazon app. Search for and remember the price and star rating for these four components: ""AMD Ryzen 7 7800X3D"", ""NVIDIA GeForce RTX 4070 Super"", ""Corsair Vengeance 32GB DDR5 RAM"", and ""Samsung 990 Pro 2TB SSD"". Then, open the Calculator app and calculate the total cost of all four components. Finally, open the Joplin app, create a note titled ""PC Build Cost & Rating"", and list each component with its price, rating, and the calculated total cost at the end.","['Amazon', 'Calculator', 'joplin']",3,Y,"['E-commerce: Product Search', 'Financial Management: Financial Calculation', 'Productivity: Note Taking']",Y,4,UI Interactive Output,38,2,ENG
086-BuildPCPriceList,"Open the Amazon app. Search for and remember the price and star rating for these four components: ""Intel Core i9-14900K"", ""AMD Radeon RX 7900 XTX"", ""G.Skill Trident Z5 32GB DDR5 RAM"", and ""WD Black SN850X 4TB SSD"". Then, open the Calculator app and calculate the total cost of all four components. Finally, open the Joplin app, create a note titled ""High-End PC Parts & Rating"", and list each component with its price, rating, and the calculated total cost at the end.","['Amazon', 'Calculator', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Review Analysis', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Productivity: Note Taking']",Y,4,UI Interactive Output,38,2,ENG
089-TranslateProductReview,"In the Amazon app, search for 'Insta360 Ace Pro' and go to its customer reviews section. Read and remember the full original text and the star rating of the top five reviews. Do not use the copy-paste function. Then, in the DeepL Translate app, translate the full text of all five reviews into French. Finally, in the Joplin app, create a note titled ""Insta360 Review Analysis"". For each of the five reviews, list its original star rating, its original full text, and its French translation.","['Amazon', 'DeepL Translate', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Review Analysis', 'Content Creation: Translation', 'Productivity: Note Taking']",Y,5,UI Interactive Output,70,3,ENG
090-TranslateProductReview,"In the Amazon app, search for 'DJI Mini 4 Pro' and go to its customer reviews section. Read and remember the full original text and the star rating of the top five reviews. Do not use the copy-paste function. Then, in the DeepL Translate app, translate the full text of all five reviews into Russian. Finally, in the Joplin app, create a note titled ""DJI Review Analysis"". For each of the five reviews, list its original star rating, its original full text, and its Russian translation.","['Amazon', 'DeepL Translate', 'joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Review Analysis', 'Content Creation: Translation', 'Productivity: Note Taking']",Y,5,UI Interactive Output,70,3,ENG
091-ResearchAndShareProduct,"First, in Amazon, find the price and star rating for the 'GoPro HERO12 Black', then find the founding year and founder of 'GoPro' in Wikipedia. Second, repeat this entire process for the 'Insta360 Ace Pro' camera and 'Insta360' company. Finally, send a single message to +8613412345678 containing all eight pieces of collected data for both products.","['Amazon', 'Wikipedia', 'messages']",3,Y,"['E-commerce: Product Search', 'E-commerce: Multi-App Comparison', 'Information Retrieval: Data Extraction', 'Communication: Messaging']",Y,4,UI Interactive Output,32,2,ENG
092-ResearchAndShareProduct,"First, in Amazon, find the price and star rating for the 'DJI Mini 4 Pro', then find the founding year and founder of 'DJI' in Wikipedia. Second, repeat this entire process for the 'Autel EVO Lite+' drone and 'Autel Robotics' company. Finally, send a single message to +8613487654321 containing all eight pieces of collected data for both products.","['Amazon', 'Wikipedia', 'messages']",3,Y,"['E-commerce: Product Search', 'E-commerce: Price Comparison', 'Information Retrieval: Data Extraction', 'Information Retrieval: Fact Checking', 'Communication: Data Sharing']",Y,4,UI Interactive Output,32,2,ENG
095-CheckCompatibilityAndNote,"Open the Amazon app and search for the 'Intel Core i5-13600K' CPU, remembering its price. Open the bing app and search for ""what socket does Intel Core i5-13600K use"". Remember the socket type. Return to the Amazon app, search for a motherboard with that socket type, and remember the price of the first result. Finally, open the joplin app, create a note titled ""CPU/Mobo Combo"", and list the names and prices of the CPU and the compatible motherboard.","['Amazon','bing','joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Compatibility Check', 'E-commerce: Multi-App Comparison', 'Information Retrieval: Web Search', 'Productivity: Note Taking']",Y,4,UI Interactive Output,25,2,ENG
096-CheckCompatibilityAndNote,"Open the Amazon app and search for the 'AMD Ryzen 5 7600X' CPU, remembering its price. Open the bing app and search for ""what socket does AMD Ryzen 5 7600X use"". Remember the socket type. Return to the Amazon app, search for a motherboard with that socket type, and remember the price of the first result. Finally, open the joplin app, create a note titled ""AMD Build Parts"", and list the names and prices of the CPU and the compatible motherboard.","['Amazon','bing','joplin']",3,Y,"['E-commerce: Product Search', 'E-commerce: Compatibility Check', 'E-commerce: Multi-App Comparison', 'Information Retrieval: Web Search', 'Productivity: Note Taking']",Y,4,UI Interactive Output,25,2,ENG
103-TrackSportsStandings,"In the BBC Sports app, go to the 'Formula 1' -> 'Drivers'' standings. Remember the names and points of the top three drivers. Then, for each driver, search in the Bing app for their age. In the Joplin app, create a note titled ""F1 Top 3 Ages"" listing each driver with their points and age.","['BBC Sports', 'bing', 'joplin']",3,Y,"['Sports: Content Navigation', 'Sports: Data Extraction', 'Information Retrieval: Web Search', 'Productivity: Note Taking']",Y,3,UI Interactive Output,24,1,ENG
104-ResearchAndNoteF1Principals,"In BBC Sports app, go to the 'Formula 1' -> 'Constructors'' standings. Remember the names and points of the top three teams. Then, for each team, search in Bing app for their ""team principal"" name. In Joplin app, create a note titled ""F1 Top 3 Principals"" listing each team with their points and team principal.","['BBC Sports', 'bing', 'joplin']",3,Y,"['Sports: Data Extraction', 'Information Retrieval: Web Search', 'Productivity: Note Taking']",Y,3,UI Interactive Output,24,1,ENG
105-CreateCryptoPortfolioAccount,"In Bing app, find the current USD prices for both Bitcoin (BTC) and Ethereum (ETH). In the Calculator app, calculate the total value of a portfolio with 1.5 BTC and 25 ETH. Then, in Bluecoins app, create a new asset account under the 'Investments' group named ""Crypto Portfolio"", with the calculated total as its initial value.","['bing', 'Calculator', 'bluecoins']",3,Y,"['Information Retrieval: Web Search', 'Financial Management: Financial Calculation', 'Financial Management: Add Transaction']",Y,2,Action Execution Task,32,2,ENG
106-CreateAssetFromSearchAndCalc,"In Bing app, find the current USD prices for one ounce of gold and silver. In the Calculator app, calculate the total value of a portfolio with 10 ounces of gold and 500 ounces of silver. Then, in Bluecoins app, create a new asset account under the 'Investments' group named ""Precious Metals"", with the calculated total as its initial value.","['bing', 'Calculator', 'bluecoins']",3,Y,"['Information Retrieval: Web Search', 'Financial Management: Financial Calculation', 'Financial Management: Add Transaction']",Y,2,Action Execution Task,31,2,ENG
115-FindRecipeAndCalculateCost,"Open the wikiHow app and search for ""how to bake chocolate chip cookies"". Create a checklist in the joplin app named ""Cookie Ingredients"" with the first four ingredients listed. Then, open the Calculator app and calculate the total cost, assuming each of the four ingredients costs $3.50.","['wikiHow','joplin','Calculator']",3,Y,"['Information Retrieval: Web Search', 'Education & Learning: Knowledge Acquisition', 'Productivity: Checklist Management', 'Financial Management: Financial Calculation']",Y,3,Action Execution Task,15,1,ENG
116-FindRecipeAndCalculateCost,"Open the wikiHow app and search for ""how to make a pizza"". Create a checklist in the joplin app named ""Pizza Ingredients"" with the first four ingredients listed. Then, open the Calculator app and calculate the total cost, assuming each of the four ingredients costs $4.25.","['wikiHow','joplin','Calculator']",3,Y,"['Education & Learning: Knowledge Acquisition', 'Productivity: Checklist Management', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation']",Y,3,Action Execution Task,12,1,ENG
123-PlanApartmentBudgetAndReminder,"Open Apartments.com, search for 'Los Angeles, CA', filter for '2 beds', and remember the monthly rent of the first result. Open the Calculator app and calculate the annual rent. Open the bluecoins app and create a new monthly budget for 'Rent' with the remembered monthly amount. Finally, open the N calendar app and set a reminder for the 1st of next month titled ""Pay Rent"".","['Apartments.com Rental Search','Calculator','bluecoins','N calendar']",4,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Financial Management: Financial Calculation', 'Financial Management: Create Budget', 'Productivity: Time Management']",Y,4,Action Execution Task,25,2,ENG
124-PlanApartmentBudgetAndReminder,"Open Apartments.com, search for 'Chicago, IL', filter for 'in-unit laundry', and remember the monthly rent of the first result. Open the Calculator app and calculate a 1.5x security deposit based on the rent. Open the bluecoins app and create a savings goal named ""Apartment Deposit"" for this calculated amount. Finally, open the N calendar app and set a reminder for tomorrow titled ""Follow up on Chicago apartment"".","['Apartments.com Rental Search','Calculator','bluecoins','N calendar']",4,Y,"['E-commerce: Product Search', 'E-commerce: Filter & Sort', 'Information Retrieval: Data Extraction', 'Financial Management: Financial Calculation', 'Financial Management: Set Saving Goal', 'Productivity: Time Management']",Y,4,Action Execution Task,17,1,ENG
